title,heading,content,tokens
1974 FIFA World Cup qualification (CAF),Third round,"Morocco won 5–2 on agg. and advanced to the Final Round.

Zambia won 4–2 on agg. and advanced to the Final Round.

Zaire won 4–2 on agg. and advanced to the Final Round.",42
1994 FIFA World Cup qualification (CAF),Summary,"Listed below are the dates and results for the 1994 FIFA World Cup qualification rounds for the African zone (CAF). For an overview of the qualification rounds, see the article 1994 FIFA World Cup qualification.
A total of 40 CAF teams entered the competition. However, Burkina Faso, Malawi, São Tomé and Príncipe and Sierra Leone all withdrew before the draw was made. The African Zone was allocated three places (out of 24) in the final tournament.
There would be two rounds of play:

First Round: The 36 teams were divided into 9 groups of 4 teams each. The teams would play against each other on a home-and-away basis. The group winners would advance to the Second Round.
Second Round: The 9 teams were divided into 3 groups of 3 teams each. The teams would play against each other on a home-and-away basis. The group winners would qualify.",173
2006 FIFA World Cup qualification (CAF),Summary,"Listed below are the dates and results for the 2006 FIFA World Cup qualification rounds for Africa. 51 teams took part (only Comoros and Djibouti did not enter), competing for 5 World Cup places.
The qualification was composed of two Rounds. 9 teams entered the competition directly on the Second Round: the 5 teams that qualified for the 2002 World Cup Finals (Cameroon, Nigeria, Senegal, South Africa, and Tunisia) and the 4 highest-ranking teams in the June 25, 2003 FIFA world rankings (Congo DR, Côte d'Ivoire, Egypt, and Morocco). The other 42 teams were paired 2-by-2 and played knock-out matches home-and-away. The 21 winners would advance to the Second Round.
In the Second Round, the 30 teams were divided in 5 groups of 6 teams each. Teams in each group would play against each other in a home-and-away basis. The team with most points in each group would qualify to the World Cup.
The competition also constituted the qualification competition for the 2006 African Nations Cup with the top three nations of each group qualifying (except for Egypt, which qualifies as the host nation, the fourth nation in Egypt's group qualifying in Egypt's place).
The African qualifying zone saw 4 out of 5 finals places going to World Cup debutants (Angola, Togo, Côte d'Ivoire and Ghana). Nigeria missed out on a fourth consecutive finals appearance while Cameroon did not reach their fifth consecutive finals.
The African zone also featured a group of death — Group 3, which brought together Africa's most frequent World Cup qualifier Cameroon with the two eventual finalists of the 2006 Africa Cup of Nations: Egypt and the Ivory Coast.",320
2006 FIFA World Cup qualification (CAF),Goalscorers,"There were 506 goals scored in 190 matches, for an average of 2.66 goals per match.

11 goals
9 goals
8 goals
7 goals
6 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",44
2002 FIFA World Cup qualification (CAF),Summary,"Listed below are the dates and results for the 2002 FIFA World Cup qualification rounds for (Africa).
The Confederation of African Football was allocated five qualifying berths for the 2002 FIFA World Cup. 51 teams entered the qualification process.
Burundi withdrew before the draw was made while Niger chose not to participate.
Guinea was excluded from the competition during the second round for government interference with its national association, resulting in their results obtained in second round annulled.
Africa's five automatic qualifying berths were taken by Cameroon, Senegal, Tunisia, South Africa, and Nigeria.",111
2002 FIFA World Cup qualification (CAF),Tournament structure,"There were two rounds of play:

First Round: The 50 teams were divided into 5 pools of 10 teams each. In each pool, the 10 teams were paired up to play knockout matches on a home-and-away basis. The winners advanced to the Second Round.
Second Round: The 25 teams were divided into 5 groups of 5 teams each. The teams played against each other on a home-and-away basis. The group winners qualified.",85
2002 FIFA World Cup qualification (CAF),Group E,1 Guinea were disqualified on 19 March 2001 after being suspended by FIFA on 2 March due to financial irregularities and the Guinean sports minister's failure to meet a third and final FIFA deadline to reinstate the elected Guinean FA executive. Their match results were annulled.,52
1998 FIFA World Cup qualification (CAF),Summary,"Listed below are the dates and results for the 1998 FIFA World Cup qualification rounds for the African zone (CAF). For an overview of the qualification rounds, see the article 1998 FIFA World Cup qualification.
A total of 38 CAF teams entered the competition. However, Mali and Niger both withdrew before the draw was made. The African Zone was allocated five places (out of 32) in the final tournament.",84
1998 FIFA World Cup qualification (CAF),Second Leg,"Burkina Faso won 2–0 on aggregate

Namibia won 3–1 on aggregate

South Africa won 4–0 on aggregate

Angola won 5–1 on aggregate

Guinea won 5–4 on aggregate

Liberia won 5–2 on aggregate

Gabon won 3–0 on aggregate

Burundi won 2–0 on aggregate but withdrew before the Final Round started, so their place was given to Sierra Leone.

Zimbabwe won 4–3 on aggregate

Congo won 3–1 on aggregate

Zaire won 7–1 on aggregate

Tunisia won 5–1 on aggregate

Kenya won 3–2 on aggregate

Togo won 3–2 on aggregate

Zambia won 3–2 on aggregate

Ghana won 2–1 on aggregate",102
1998 FIFA World Cup qualification (CAF),Group 5,"Gabon vs Sierra Leone was not played, since neither team could advance with a win.

Match abandoned after 53 minutes due to crowd trouble. FIFA allowed the result to stand

Match postponed due to Sierra Leone not being able to travel from Freetown due to conflict. The match was never rearranged due to the result having no effect on final group standings",69
1982 FIFA World Cup qualification (CAF),Summary,"Listed below are the dates and results for the 1982 FIFA World Cup qualification rounds for the African zone (CAF). For an overview of the qualification rounds, see the article 1982 FIFA World Cup qualification.
A total of 29 CAF teams entered the competition. However, Central African Republic was excluded by FIFA for not paying the entry fee. The African Zone was allocated 2 places (out of 24) in the final tournament. Finally 26 nations played at least one of the 46 games.
There would be four rounds of play:

First Round: 4 teams, Sudan, Liberia, Togo, and Zimbabwe, received byes and advanced to the Second Round directly. The remaining 24 teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the Second Round. Ghana and Uganda withdrew before playing.
Second Round and Third Round: In each of these rounds, the teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the next round. Libya withdrew before playing the Second round.
Final Round: The 4 teams were paired up to play knockout matches on a home-and-away basis. The winners would qualify.",230
1982 FIFA World Cup qualification (CAF),First round,"Morocco won 1–0 on agg. and advanced to the Second Round.

Zaire won 7–3 on agg. and advanced to the Second Round.

Cameroon won 4–1 on agg. and advanced to the Second Round.

Guinea won 4–2 on agg. and advanced to the Second Round.

Nigeria won on penalties after 2–2 on agg. and so advanced to the Second Round.

Libya won 2–1 on agg. and advanced to the Second Round.

Zambia won 4–0 on agg. and advanced to the Second Round.

Niger advanced to the Second Round due on away goals after 1–1 on agg.

Algeria won 5–3 on agg. and advanced to the Second Round.

Tanzania won 6–3 on agg. and advanced to the Second Round.

Egypt advanced to the Second Round, Ghana withdrew.

Madagascar advanced to the Second Round, Uganda withdrew.",159
1982 FIFA World Cup qualification (CAF),Second round,"Algeria won 3–1 on agg. and advanced to the Third Round.

Niger advanced to the Third Round due on away goals after a draw 2–2 on agg.

Guinea won 1–0 on agg. and advanced to the Third Round.

Cameroon won 2–1 on agg. and advanced to the Third Round.

Morocco won on penalties after a draw 2–2 on agg. and advanced to the Third Round.

Nigeria won 3–1 on agg. and advanced to the Third Round.

Zaire won 4–3 on agg. and advanced to the Third Round.

Egypt advanced to the Third Round, Libya withdrew.",113
1982 FIFA World Cup qualification (CAF),Third round,"Algeria won 4–1 on agg. and advanced to the Final Round.

Nigeria won 2–1 on agg. and advanced to the Final Round.

Morocco won 1–0 on agg. and advanced to the Final Round.

Cameroon won 6–2 on agg. and advanced to the Final Round.",55
1986 FIFA World Cup qualification (CAF),Summary,"Listed below are the dates and results for the 1986 FIFA World Cup qualification rounds for the African zone (CAF). For an overview of the qualification rounds, see the article 1986 FIFA World Cup qualification.
A total of 29 CAF teams entered the competition. The African Zone was allocated 2 places (out of 24) in the final tournament.
There would be four rounds of play:

First Round: 3 teams, Algeria, Cameroon and Ghana, received byes and advanced to the Second Round directly. The remaining 26 teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the Second Round.
Second Round and Third Round: In each of these rounds, the teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the next round, until there would be 4 teams left.
Final Round: The 4 teams were paired up to play knockout matches on a home-and-away basis. The winners would qualify.",192
1986 FIFA World Cup qualification (CAF),First round,"Egypt won 2–1 on agg. and advanced to the Second Round.

Kenya won 5–4 on agg. and advanced to the Second Round.

Malawi won 5–0 on agg. and advanced to the Second Round.

Zambia won 3–1 on agg. and advanced to the Second Round.

Sudan advanced to the Second Round on away goals after a draw 1–1 on agg.

Morocco won 5–0 on agg. and advanced to the Second Round.

Tunisia won 6–0 on agg. and advanced to the Second Round.

Ivory Coast won 6–3 on agg. and advanced to the Second Round.

Nigeria won 4–0 on agg. and advanced to the Second Round.

Angola advanced to the Second Round on penalties after a draw won 1–1 on agg.

Madagascar advanced to the Second Round, Lesotho withdrew.

Libya advanced to the Second Round, Niger withdrew.

Guinea advanced to the Second Round, Togo withdrew.",170
1986 FIFA World Cup qualification (CAF),Second round,"Zambia won 5–2 on agg. and advanced to the Third Round.

Morocco won 2–0 on agg. and advanced to the Third Round.

Algeria won 3–2 on agg. and advanced to the Third Round.

Nigeria won 6–1 on agg. and advanced to the Third Round.

Egypt advanced to the Third Round on penalties after a draw 1–1 on agg.

Tunisia won 2–1 on agg. and advanced to the Third Round.

Libya won 4–0 on agg. and advanced to the Third Round.

Ghana won 2–0 on agg. and advanced to the Third Round.",109
1986 FIFA World Cup qualification (CAF),Third round,"Algeria won 3–0 on agg. and advanced to the Final Round.

Libya won 2–0 on agg. and advanced to the Final Round.

Tunisia won 2–1 on agg. and advanced to the Final Round.

Morocco won 2–0 on agg. and advanced to the Final Round.",55
"1966 FIFA World Cup qualification (Africa, Asia and Oceania)",Summary,"21 teams entered in the 1966 FIFA World Cup qualification rounds for the African, Asian and Oceanian zone (Confederation of African Football, Asian Football Confederation and what later would become the Oceania Football Confederation). The entries of Congo and the Philippines were rejected.

The plans were for four rounds of play:

Africa First Round: The 15 African teams were divided into six groups of two or three teams. The group winners would advance to the Second Round.
Africa Second Round: The six group winners were divided into three groups and would play against each other on a home-and-away basis. The winners would advance to the Final Round.
Asia–Oceania First Round: Australia, North Korea, South Africa and South Korea would play each other twice in a round-robin tournament at a neutral venue, originally scheduled to be in Japan but ultimately played in Cambodia.
Final Round: The Asia/Oceania winner would play the three African winners on a home-and-away basis. The winner would qualify.South Africa, which had been moved to the Asia/Oceania zone, was disqualified in September 1965 after being previously suspended by FIFA due to apartheid, and all fifteen African zone teams withdrew in protest in October 1964 after FIFA, citing competitive and logistical issues, confirmed that there would be no direct qualification for an African team.
South Korea were subsequently forced to withdraw on 2 November 1965 due to logistical difficulties after the three-team tournament was moved from Japan to Cambodia, leaving only Australia and North Korea to contest the final place: North Korea easily won both legs to qualify.",292
"1966 FIFA World Cup qualification (Africa, Asia and Oceania)",Africa First Round,"The original group draws were:

The Second Round pairings were scheduled as follows: Group 1 winners v Group 5 winners, Group 2 winners v Group 4 winners and Group 3 winners v Group 6 winners. These would be played home-and-away, with the winners advancing to the Final Round.
As all fifteen teams withdrew in protest after FIFA declined to allocate a direct qualifying place for an African team, the African First and Second Rounds were scratched.",88
"1966 FIFA World Cup qualification (Africa, Asia and Oceania)",Asia–Oceania First Round,"Originally, this was scheduled as a four-team tournament between Australia, North Korea, South Africa and South Korea, to be played in Japan.
Before the tournament began, South Africa were disqualified after being suspended by FIFA due to apartheid, and South Korea were subsequently forced to withdraw due to logistical difficulties after the tournament was moved to Cambodia.
Further complicating matters, North Korea lacked diplomatic relations with most countries and did not have a FIFA-standard venue at the time, while Australian immigration laws then in force meant the North Korean team would be unlikely to receive visas to enter the country.
As such, finding a venue for the matches proved difficult until Head of State Norodom Sihanouk, an ally of Kim Il-sung, allowed the matches to be held in Phnom Penh.

North Korea won 9–2 on aggregate: as the Final Round was scratched due to the withdrawal of all African teams, North Korea also qualified.",176
1966 FIFA World Cup qualification – UEFA Group 9,Summary,"This group originally included Syria as well as Spain and the Republic of Ireland. However Syria withdrew in support of the African teams who withdrew in protest at the allocation of spots. The Republic of Ireland and Spain subsequently played against each other on a home-and-away basis. When both teams won their home match, a play-off on neutral ground was played to decide who would qualify. This match was initially to be played in London, a city with a large Irish immigrant population, but the Royal Spanish Football Federation and the Football Association of Ireland later came to an agreement and moved the match to Paris.  
Spain won the play-off and qualified for the 1966 FIFA World Cup.",131
1966 FIFA World Cup qualification – UEFA Group 9,Play-off,"Republic of Ireland and Spain finished level on points, and a play-off on neutral ground was played to decide who would qualify. This match was initially to be played in London, a city with a large Irish immigrant population, but the Spanish and Irish football associations later came to an agreement and moved the match to Paris.

Spain qualified.",68
1966 FIFA World Cup qualification,Summary,"The 1966 FIFA World Cup qualification was a series of tournaments organised by the five FIFA confederations. The 1966 FIFA World Cup featured 16 teams with one place reserved for the host nation, England, and one reserved for defending champions Brazil. The remaining 14 places were determined by a qualification process in which the other 72 entered teams, from the five FIFA confederations, competed. UEFA, CONCACAF and CONMEBOL qualification was determined within the confederations, whilst AFC and CAF teams (alongside Australia) competed for one place at the tournament.
Of these 72 teams, 51 competed, while Guatemala, Congo-Brazzaville and the Philippines had their entries rejected.
In the Africa/Asia/Oceania zone:

South Africa were disqualified after being suspended by FIFA due to apartheid.
All 15 African nations later withdrew in protest after FIFA, citing competitive and logistical issues, confirmed there would be no direct qualification for an African team, with Syria (who were grouped in Europe) withdrawing in support of the African teams.
South Korea were later forced to withdraw due to logistical issues after the Asia/Oceania tournament was moved from Japan to Cambodia.The first qualification match, between Netherlands and Albania, was played on 24 May 1964 and the first goal in qualification was a penalty, scored by Dutch defender Daan Schrijvers. Qualification ended on 29 December 1965, when Bulgaria eliminated Belgium in a group tiebreaker to become the final qualifier for the World Cup.
There were 393 goals scored over 127 games, for an average of 3.09 goals per game and 51 teams played in qualification.",290
1966 FIFA World Cup qualification,Qualification process,"The 16 spots available in the 1966 World Cup were distributed among the continental zones as follows:

Europe (UEFA): 10 places, 1 of them went to automatic qualifier England, while the other 9 places were contested by 32 teams (including Israel and Syria).
South America (CONMEBOL): 4 places, 1 of them went to automatic qualifier Brazil, while the other 3 places were contested by 9 teams.
North, Central America and Caribbean (CONCACAF): 1 place, contested by 10 teams.
Africa and Asia (CAF/AFC): 1 place, contested by 19 teams (including Australia from Oceania).UEFA, CONMEBOL and CONCACAF had a guaranteed number of places, whereas the CAF and AFC had to contest a play-off to determine which confederation would be represented.
After the first round of 1966 FIFA World Cup finals, the percentage of teams from each confederation that passed through to the Quarter-finals was as follows:
AFC (Asia): 100% (1 of 1 places)
CAF (Africa): n/a (0 of 0 places)
CONCACAF (North, Central American and Caribbean): 0% (0 of 1 places)
CONMEBOL (South America): 50% (2 of 4 places)
Oceania (No confederation): n/a (0 of 0 places)
UEFA (Europe): 50% (5 of 10 places)",263
1966 FIFA World Cup qualification,Tiebreakers,"For FIFA World Cup qualifying stages using a league format, the method used for separating teams level on points was the same for all Confederations. If teams were even on points at the end of group play, the tied teams played a play-off at a neutral ground.",54
1966 FIFA World Cup qualification,"AFC, CAF and Oceania","21 teams – Australia, three teams from AFC and 17 teams from CAF – applied to take part in qualification, but the entries of Congo-Brazzaville and the Philippines were rejected.
South Africa, who had been expelled from CAF in 1958 due to the country's apartheid policies, were placed with the Asian and Oceanian teams. Also, Australia were not a member of a confederation at the time (the OFC was not founded until 1966).
The qualification process began with four national teams split between two sections for qualification: Israel and Syria competed in European qualification for geographical reasons, whilst North Korea and South Korea were to take part in a group alongside Australia and South Africa. The winner of this group would then go on to play the three group winners from the second round of CAF qualifiers.
However, South Africa was disqualified after being suspended by FIFA, and all 15 members of CAF withdrew in protest after FIFA declined to allocate them a direct qualifying place. Less than three weeks before the tournament, South Korea were forced to withdraw due to logistical difficulties after the tournament was moved from Japan to Cambodia.",217
1966 FIFA World Cup qualification,African boycott,"Qualification for the 15 remaining African teams saw them sorted into six groups: three groups of two and three groups of three. 
The winners of these groups were then to play a two-legged tie in the following combinations: Group 1 winners v Group 5 winners, Group 2 winners v Group 4 winners and Group 3 winners v Group 6 winners, with the winners advancing to play in the final group with each other and the winner of the Asia/Oceania group.However, these African nations were aggrieved that their second-round winners would be required to enter a final round against the winners of the Asia/Oceania group in order to qualify for the final tournament. These nations demanded that Africa be represented in the tournament, and also objected to the readmission of South Africa to FIFA.
Due to pressure from the African nations and CAF, South Africa was suspended again on 21 September 1964, and were subsequently disqualified. However, after FIFA declined to change the qualifying format or the allocation of places, citing competitive and logistical issues, all fifteen African teams immediately withdrew in protest: subsequently, CAF informed FIFA that they would refuse to participate in qualifying for 1970 unless at least one African team had an automatic place in the World Cup. 
In 1968, FIFA unanimously voted to grant an automatic place for CAF from the 1970 World Cup onwards.",251
1966 FIFA World Cup qualification,CONCACAF,"10 teams initially entered, but the entry of Guatemala was rejected.The remaining nine teams were placed in to three groups of three, with the winner of each group proceeding to a final group. The winner of this group would go on to the final tournament.",52
1966 FIFA World Cup qualification,CONMEBOL,"As Brazil has already qualified as reigning champions, the remaining nine CONMEBOL teams were split in to three groups of 3, playing each other twice (home and away). The top team from each group qualified.",44
1966 FIFA World Cup qualification,Final positions (group stage),"In Group B, Chile and Ecuador finished level on points, and a play-off on neutral ground was played to decide who would qualify. Chile won the match to win the group.",41
1966 FIFA World Cup qualification,UEFA,"England qualified automatically as hosts and a further 30 European teams took part in qualification. They were joined by Israel and Syria, although Syria then withdrew in support of the African teams. The teams were divided into 9 groups - four groups of 3 and five groups of 4. Syria's withdrawal meant that group 9 only contained two teams.",68
1966 FIFA World Cup qualification – UEFA Group 1,Summary,"The three teams in this group played against each other on a home-and-away basis. Belgium and Bulgaria finished level on points, a play-off on neutral ground was played to decide who would qualify. The winner (Bulgaria) qualified for the eighth FIFA World Cup held in England.",56
1962 FIFA World Cup qualification (CAF),Format,"The format consisted of two rounds:

First Round: The 6 teams were divided into 3 groups of 2 teams each. The teams played against each other on a home-and-away basis. The group winners would advance to the Final Round.
Second Round: The 3 teams played against each other on a home-and-away basis. The group winner would advance to the UEFA/CAF Intercontinental Play-off.",73
1958 FIFA World Cup qualification (AFC and CAF),Summary,"The 1958 FIFA World Cup qualification for Asia and Africa served as the preliminary tournament for the region. The winner of the tournament went on to face a European team in an Inter-confederation play-off. For an overview of the qualification rounds, see the article 1958 FIFA World Cup qualification.
FIFA rejected the entries of Ethiopia and South Korea, whereas Chinese Taipei withdrew. The remaining 8 teams played in a knockout tournament, with matches on a home-and-away basis. The tournament winner would qualify.",95
1958 FIFA World Cup qualification (AFC and CAF),Format,"There were four rounds:

First Round: 8 teams were divided into 4 groups of 2 teams to determine four winners.
Second Round: The 4 first round winners played in one group with 2 advancing to the final round.
Final Round:  The remaining two teams contested one spot in the CAF/AFC–UEFA play-off.",61
1990 FIFA World Cup qualification (CAF),Summary,"The Confederation of African Football (CAF) section of the 1990 FIFA World Cup qualification saw teams competing for two berths in the final tournament in Italy.
26 nations in total entered the qualifying stage. FIFA rejected the entries of Mauritius and Mozambique due to their outstanding debts, leaving 24 nations to contest the qualifying spots. Lesotho, Rwanda and Togo withdrew after the draw for the first round, which took place on 12 December 1987, but before playing a match. Libya won their first round tie and advanced to the second round, but withdrew halfway through that stage, meaning all their results in the group were annulled.",123
1990 FIFA World Cup qualification (CAF),Format,"First Round: Algeria, Cameroon, Ivory Coast, Egypt, Kenya, Morocco,  Nigeria and Zaire, the eight best ranked teams according to FIFA, received byes and advanced to the Second Round directly. The remaining sixteen teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the Second Round.
Second Round: The eight winners from the first round were joined by the eight seeded teams and divided into four groups of four teams each. The teams would play against each other on a home-and-away basis. The group winners would advance to the Final Round.
Final Round: The four remaining teams were paired up to play knockout matches on a home-and-away basis. The winners would qualify.",140
1990 FIFA World Cup qualification (CAF),First round,"Eight knockout (two-legged) ties were originally required, involving the sixteen lowest ranked African countries. The withdrawals of three teams meant only five ties were actually contested. The eight successful teams advanced to the group format of the second round.",48
1990 FIFA World Cup qualification (CAF),Second round,"The eight qualifiers from the first round were joined by the eight highest-ranked CAF teams. The teams were split into four groups of four which played a home-and-away round-robin, with the four group winners advancing to the final round.",45
1990 FIFA World Cup qualification (CAF),Final round,"The four group winners from the second round were drawn into two ties. The winner of each two-legged tie qualified for the 1990 FIFA World Cup.

Egypt won 1–0 on aggregate and qualified for the 1990 World Cup.

Cameroon won 3–0 on aggregate and qualified for the 1990 World Cup.",57
2018 FIFA World Cup qualification (CONCACAF),Summary,"The North, Central American and Caribbean section of the 2018 FIFA World Cup qualification acted as qualifiers for the 2018 FIFA World Cup in Russia, for national teams which are members of the Confederation of North, Central American and Caribbean Association Football (CONCACAF). 3.5 slots (3 direct slots and 1 inter-confederation play-off slot) in the final tournament were available for CONCACAF teams.In a change to previous qualification tournaments for this confederation, the first three rounds were played as knockout rounds, with both the fourth round and the final round (referred to as the ""Hexagonal"") played as group stages. The first round was played during the FIFA international dates of 23–31 March 2015. CONCACAF announced the full format details on 12 January 2015.The United States failed to qualify for the World Cup finals for the first time since 1986 after a surprise defeat by Trinidad and Tobago. As a result, Panama reached the World Cup for the first time in their history.",184
2018 FIFA World Cup qualification (CONCACAF),Format,"The qualification structure was as follows:
First round: 14 teams (lowest ranked teams were assigned spots 22–35) played home-and-away over two legs. The winners advanced to the second round.
Second round: 20 teams (second lowest ranked teams were assigned spots 9–21 and seven first round winners) played home-and-away over two legs. The winners advanced to the third round.
Third round: 12 teams (teams ranked 7–8 by CONCACAF and ten second round winners) played home-and-away over two legs. The winners advanced to the fourth round.
Fourth round: 12 teams (teams ranked 1–6 by CONCACAF and six third round winners) were divided into three groups of four teams to play home-and-away round-robin matches. The top two of each group advanced to the fifth round.
Fifth round: Six teams which had advanced from the fourth round played home-and-away round-robin matches in one group (often referred to as the ""Hexagonal""). The top three qualified for the 2018 FIFA World Cup, and the fourth-placed team advanced to the inter-confederation play-offs.",197
2018 FIFA World Cup qualification (CONCACAF),Entrants,All 35 FIFA-affiliated national teams from CONCACAF entered qualification. The seeding – used to draw the first four rounds of the qualifiers – was based on the FIFA World Rankings of August 2014 (shown in parentheses).,43
2018 FIFA World Cup qualification (CONCACAF),Third round,"The draw for the third round was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.",45
2018 FIFA World Cup qualification (CONCACAF),Fourth round,"The draw for the fourth round was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.",45
2018 FIFA World Cup qualification (CONCACAF),Fifth round,"As with every World Cup qualification campaign since 1998, CONCACAF held a six-team, home-and-away round-robin group known as the 'Hexagonal', or 'Hex', as its final and decisive round. As a result of the abolition of the February and August fixtures from the FIFA calendar, the 'Hex' for the first time was not contained within a single calendar year, but instead began in November 2016 and concluded in October 2017.The draw for the fifth round (to decide the fixtures) was held on 8 July 2016, 10:00 EDT (UTC−4), at the CONCACAF headquarters in Miami Beach, United States.",117
2018 FIFA World Cup qualification (CONCACAF),Inter-confederation play-offs,"The draw for the inter-confederation play-offs was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg. The fourth-placed team from CONCACAF was drawn against the fifth-placed team from Asian Football Confederation (AFC), with the CONCACAF team hosting the first leg.",71
2018 FIFA World Cup qualification (CONMEBOL),Summary,"The South American section of the 2018 FIFA World Cup qualification acted as qualifiers for the 2018 FIFA World Cup held in Russia, for national teams which are members of the South American Football Confederation (CONMEBOL). A total of 4.5 slots (4 direct slots and 1 inter-confederation play-off slot) in the final tournament were available for CONMEBOL teams.Two-time defending Copa América champions Chile did not qualify for 2018 FIFA World Cup after a 3–0 loss to Brazil on the final day of qualifying campaign, resulting in a sixth-place finish. As a result, following intercontinental play-offs against the record five-time OFC Nations Cup champions New Zealand, Peru qualified for the World Cup for the first time since 1982.",132
2018 FIFA World Cup qualification (CONMEBOL),Format,"The qualification structure was the same as for the previous five tournaments. The ten teams played in a league of home-and-away round-robin matches. The top four teams qualified for the 2018 FIFA World Cup, and the fifth-placed team advanced to the inter-confederation play-offs.
Unlike previous qualifying tournaments where the fixtures were pre-determined, the fixtures were determined by draw, which was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.For scheduling reasons, Argentina and Brazil were automatically positioned as Teams 4 and 5 respectively to ensure that no team has to play both of them on any double matchday. The remaining eight teams were drawn into one of the remaining eight positions from Teams 1 to 10 (except 4 and 5).",159
2018 FIFA World Cup qualification (CONMEBOL),Schedule,"There were a total of 18 matchdays: four in 2015, eight in 2016, and six in 2017.
The inter-confederation play-offs were scheduled to be played between 6–14 November 2017.The fixtures for CONMEBOL qualification were decided based on the draw positions, as follows:",51
2018 FIFA World Cup qualification (CONMEBOL),Inter-confederation play-offs,"The draw for the inter-confederation play-offs was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg. The fifth-placed team from CONMEBOL was drawn against the first-placed team from OFC, with the CONMEBOL team hosting the second leg.",66
2018 FIFA World Cup qualification (CONMEBOL),Goalscorers,"There were 242 goals scored in 90 matches, for an average of 2.69 goals per match.
10 goals

7 goals

6 goals

5 goals

4 goals

3 goals

2 goals

1 goal

1 own goal

2 own goals",43
2018 FIFA World Cup qualification – CAF Second Round,Seeding,"The draw for the second round was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.The seeding was based on the FIFA World Rankings of July 2015 (shown in parentheses). The 27 direct qualifiers are seeded into three pots:

Pot 1 contained the teams ranked 1–13.
Pot 2 contained the teams ranked 14–20.
Pot 3 contained the teams ranked 21–27.Each tie contained a team from Pot 1 and a first round winner (first 13 ties) which were automatically allocated into each tie (winner of first round tie 1 into second round tie 1, etc.), or a team from Pot 2 and a team from Pot 3 (last seven ties), with the team from Pot 1 or Pot 2 hosting the second leg. As the draw was held before the first round was played, the identities of the first round winners were not known at the time of the draw.
Note: Bolded teams qualified for the third round.",206
2018 FIFA World Cup qualification – CAF Second Round,Matches,"Cameroon won 3–0 on aggregate and advanced to the third round.

Tunisia won 4–2 on aggregate and advanced to the third round.

Guinea won 3–0 on aggregate and advanced to the third round.

Congo won 6–4 on aggregate and advanced to the third round.

Egypt won 4–1 on aggregate and advanced to the third round.

Ghana won 2–0 on aggregate and advanced to the third round.

Nigeria won 2–0 on aggregate and advanced to the third round.

Mali won 3–2 on aggregate and advanced to the third round.

DR Congo won 6–2 on aggregate and advanced to the third round.

Ivory Coast won 4–0 on aggregate and advanced to the third round.

Senegal won 5–2 on aggregate and advanced to the third round.

Cape Verde won 2–1 on aggregate and advanced to the third round.

Algeria won 9–2 on aggregate and advanced to the third round.

Zambia won 3–0 on aggregate and advanced to the third round.

Libya won 4–1 on aggregate and advanced to the third round.

Morocco won 2–1 on aggregate and advanced to the third round.

1–1 on aggregate. Gabon won the penalty shoot-out 4–3 and advanced to the third round.

Burkina Faso won 3–2 on aggregate and advanced to the third round.

Uganda won 4–0 on aggregate and advanced to the third round.

South Africa won 4–1 on aggregate and advanced to the third round.",253
2022 FIFA World Cup qualification (inter-confederation play-offs),Summary,"For the 2022 FIFA World Cup qualification, there were two scheduled inter-confederation play-offs to determine the final two qualification spots to the 2022 FIFA World Cup. Matches were played on 13–14 June 2022 in Qatar.",42
2022 FIFA World Cup qualification (inter-confederation play-offs),Format,"The draw for the inter-confederation play-offs was held on 26 November 2021, 17:00 CET, in Zürich, Switzerland.Four teams from four confederations (AFC, CONCACAF, CONMEBOL, and OFC) were drawn into two ties.
Originally, the two teams in each tie were to play a two-legged home-and-away series. However, the ties were single-leg knockout matches in Qatar.These play-offs were the last ties to decide the two remaining World Cup slots for a 32-team tournament. The 2026 FIFA World Cup has been expanded to 48 teams, and included as part of the qualifiers a play-off tournament involving six teams to decide the last two berths.",119
